video_id,anger,disgust,fear,happy,neutral,sad,surprise,total_mean,negative_mean
6981542616831659270,0.027777777777777776,0.0,0.125,0.7222222222222222,0.125,0.2361111111111111,0.6111111111111112,0.2638888888888889,0.09722222222222222
6990818542262226181,0.01680672268907563,0.8403361344537815,0.44537815126050423,0.08403361344537816,0.8823529411764706,0.3865546218487395,0.47058823529411764,0.44657863145258103,0.4222689075630252
7023160107949313286,0.0,0.6333333333333333,0.7666666666666667,0.0,0.8666666666666667,0.7333333333333333,0.8333333333333334,0.5476190476190477,0.5333333333333333
7036790343261506862,0.0,0.43243243243243246,0.04054054054054054,0.20270270270270271,0.6081081081081081,0.13513513513513514,0.08108108108108109,0.21428571428571427,0.15202702702702703
7070162913067109674,0.22023809523809523,0.35119047619047616,0.23214285714285715,0.30357142857142855,0.5476190476190477,0.48214285714285715,0.4107142857142857,0.3639455782312925,0.32142857142857145
7070296993783942443,0.0,0.18811881188118812,0.44554455445544555,0.13861386138613863,0.5544554455445545,0.2079207920792079,0.7524752475247525,0.32673267326732675,0.2103960396039604
7075469917625077034,0.0125,0.2125,0.3125,0.1875,0.775,0.4125,0.4875,0.34285714285714286,0.2375
7076144169172864299,0.030303030303030304,0.46464646464646464,0.18181818181818182,0.2727272727272727,0.797979797979798,0.40404040404040403,0.18181818181818182,0.3333333333333333,0.27020202020202017
7098279023851097349,0.0,0.0,0.10638297872340426,0.5957446808510638,0.3617021276595745,0.5106382978723404,0.2553191489361702,0.2613981762917933,0.15425531914893617
7099089382048533766,0.03773584905660377,0.3018867924528302,0.16981132075471697,0.27358490566037735,0.44339622641509435,0.1509433962264151,0.3490566037735849,0.24663072776280323,0.1650943396226415
7102205817524555054,0.025,0.1,0.175,0.25,0.575,0.6,0.125,0.2642857142857143,0.22499999999999998
7103547108795501866,0.0,0.09090909090909091,0.7575757575757576,0.020202020202020204,0.6060606060606061,0.9292929292929293,0.696969696969697,0.443001443001443,0.4444444444444444
7105468967698976042,0.15384615384615385,0.38461538461538464,0.28846153846153844,0.2692307692307692,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.29945054945054944,0.2644230769230769
7114088725809777925,0.25,0.65,0.24,0.21,0.71,0.24,0.29,0.37,0.34500000000000003
7120552024994893061,0.050505050505050504,0.5454545454545454,0.40404040404040403,0.050505050505050504,0.6565656565656566,0.42424242424242425,0.6262626262626263,0.393939393939394,0.3560606060606061
7124338838503279914,0.0,0.3888888888888889,0.2222222222222222,0.16666666666666666,0.7777777777777778,0.3055555555555556,0.3333333333333333,0.31349206349206354,0.22916666666666669
7124357659771505966,0.0,0.5535714285714286,0.07142857142857142,0.03571428571428571,0.6428571428571429,0.25,0.07142857142857142,0.23214285714285715,0.21875
7124817228926602538,0.0379746835443038,0.3670886075949367,0.6708860759493671,0.2911392405063291,0.4810126582278481,0.5443037974683544,0.46835443037974683,0.40867992766726946,0.4050632911392405
7125517181231582510,0.0,0.39080459770114945,0.11494252873563218,0.08045977011494253,0.8505747126436781,0.41379310344827586,0.41379310344827586,0.32348111658456485,0.22988505747126436
7127371121778806022,0.00980392156862745,0.16666666666666666,0.1568627450980392,0.14705882352941177,0.46078431372549017,0.2549019607843137,0.23529411764705882,0.20448179271708683,0.14705882352941174
7129699744925879554,0.0,0.15254237288135594,0.0847457627118644,0.1016949152542373,0.4576271186440678,0.3559322033898305,0.11864406779661017,0.18159806295399514,0.1483050847457627
7131089775624211755,0.0,0.6451612903225806,0.06451612903225806,0.0967741935483871,0.9354838709677419,0.41935483870967744,0.4838709677419355,0.3778801843317972,0.28225806451612906
7141347073915374853,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.008928571428571428,0.0
7143315233795411206,0.020202020202020204,0.0707070707070707,0.31313131313131315,0.4444444444444444,0.23232323232323232,0.1717171717171717,0.5252525252525253,0.253968253968254,0.14393939393939395
7158171415798336814,0.26262626262626265,0.08080808080808081,0.47474747474747475,0.37373737373737376,0.1919191919191919,0.1111111111111111,0.6666666666666666,0.3088023088023088,0.23232323232323232
7165250744172465454,0.15517241379310345,0.017241379310344827,0.41379310344827586,0.7413793103448276,0.08620689655172414,0.6896551724137931,0.05172413793103448,0.30788177339901485,0.31896551724137934
7166197472560254213,0.09411764705882353,0.8941176470588236,0.2235294117647059,0.058823529411764705,0.9294117647058824,0.09411764705882353,0.23529411764705882,0.3613445378151261,0.3264705882352942
7166440973319310634,0.0,0.17045454545454544,0.022727272727272728,0.29545454545454547,0.7727272727272727,0.6704545454545454,0.125,0.29383116883116883,0.21590909090909088
7166668047367834886,0.0,0.7171717171717171,0.32323232323232326,0.030303030303030304,0.8888888888888888,0.1919191919191919,0.5757575757575758,0.3896103896103896,0.30808080808080807
7175605719482338602,0.14754098360655737,0.5081967213114754,0.13114754098360656,0.14754098360655737,0.8360655737704918,0.2459016393442623,0.18032786885245902,0.31381733021077285,0.2581967213114754
7179312232814136582,0.020202020202020204,0.0707070707070707,0.08080808080808081,0.010101010101010102,0.1111111111111111,0.04040404040404041,0.08080808080808081,0.05916305916305916,0.05303030303030303
7179670529115196677,0.03636363636363636,0.08181818181818182,0.4909090909090909,0.39090909090909093,0.20909090909090908,0.2818181818181818,0.6,0.2987012987012987,0.22272727272727272
7182239739980958982,0.06862745098039216,0.46078431372549017,0.5196078431372549,0.049019607843137254,0.7941176470588235,0.4803921568627451,0.8235294117647058,0.45658263305322133,0.3823529411764706
7184531560874380549,0.050505050505050504,0.47474747474747475,0.12121212121212122,0.06060606060606061,0.8383838383838383,0.31313131313131315,0.2222222222222222,0.2972582972582973,0.23989898989898992
7184870884409216302,0.1111111111111111,0.32323232323232326,0.797979797979798,0.32323232323232326,0.41414141414141414,0.30303030303030304,0.6060606060606061,0.41125541125541126,0.3838383838383838
7186727451723058433,0.0,0.640625,0.0,0.09375,0.6875,0.3125,0.03125,0.25223214285714285,0.23828125
7186962228032179461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7187538299395902762,0.0,0.0594059405940594,0.7029702970297029,0.04950495049504951,0.1782178217821782,0.42574257425742573,0.9108910891089109,0.3323903818953324,0.297029702970297
7188203481180966149,0.050505050505050504,0.18181818181818182,0.030303030303030304,0.37373737373737376,0.24242424242424243,0.1414141414141414,0.2727272727272727,0.18470418470418473,0.10101010101010102
7190488588470078763,0.37142857142857144,0.45714285714285713,0.6666666666666666,0.24761904761904763,0.42857142857142855,0.10476190476190476,0.780952380952381,0.436734693877551,0.4
7193418545542499630,0.1,0.2,0.55,0.0,0.5,0.25,0.75,0.33571428571428574,0.275
7194925882870385925,0.015873015873015872,0.3968253968253968,0.25396825396825395,0.1111111111111111,0.6190476190476191,0.2222222222222222,0.23809523809523808,0.2653061224489796,0.2222222222222222
7203417189737565446,0.0,0.24528301886792453,0.2641509433962264,0.0,0.39622641509433965,0.3584905660377358,0.39622641509433965,0.2371967654986523,0.2169811320754717
7203801246791159045,0.0,0.9090909090909091,0.45454545454545453,0.0,1.0,0.09090909090909091,0.7272727272727273,0.45454545454545453,0.3636363636363636
7203842024091569450,0.07462686567164178,0.3283582089552239,0.13432835820895522,0.2537313432835821,0.47761194029850745,0.13432835820895522,0.31343283582089554,0.24520255863539447,0.16791044776119401
7206371547970407722,0.0,0.037037037037037035,0.5555555555555556,0.12962962962962962,0.2777777777777778,0.6111111111111112,0.7592592592592593,0.3386243386243386,0.30092592592592593
7207173046430354734,0.00980392156862745,0.28431372549019607,0.3235294117647059,0.13725490196078433,0.5784313725490197,0.29411764705882354,0.7156862745098039,0.334733893557423,0.22794117647058826
7207593836858641710,0.031746031746031744,0.2222222222222222,0.06349206349206349,0.3492063492063492,0.7619047619047619,0.5714285714285714,0.09523809523809523,0.2993197278911564,0.2222222222222222
7208629575893503238,0.02702702702702703,0.35135135135135137,0.16216216216216217,0.24324324324324326,0.5405405405405406,0.08108108108108109,0.21621621621621623,0.23166023166023167,0.15540540540540543
7210487841732840746,0.012195121951219513,0.6585365853658537,0.24390243902439024,0.08536585365853659,0.8780487804878049,0.21951219512195122,0.573170731707317,0.3815331010452962,0.2835365853658537
7211114793229569286,0.07936507936507936,0.36507936507936506,0.07936507936507936,0.14285714285714285,0.8253968253968254,0.5396825396825397,0.2698412698412698,0.32879818594104304,0.2658730158730158
7211172582744296750,0.2112676056338028,0.49295774647887325,0.8309859154929577,0.0,0.30985915492957744,0.39436619718309857,0.8873239436619719,0.4466800804828974,0.48239436619718307
7212287843815656710,0.0,0.3484848484848485,0.3181818181818182,0.19696969696969696,0.5303030303030303,0.13636363636363635,0.5151515151515151,0.2922077922077922,0.20075757575757577
7212391209447312682,0.1,0.4,0.5333333333333333,0.16666666666666666,0.5444444444444444,0.4,0.8555555555555555,0.42857142857142855,0.3583333333333333
7212693182318906629,0.10344827586206896,0.6551724137931034,0.13793103448275862,0.0,0.8275862068965517,0.5172413793103449,0.3103448275862069,0.36453201970443344,0.35344827586206895
7213312295844236550,0.4444444444444444,0.7222222222222222,0.23148148148148148,0.09259259259259259,0.7407407407407407,0.3333333333333333,0.48148148148148145,0.4351851851851851,0.4328703703703703
7214550605703154990,0.054945054945054944,0.2087912087912088,0.1978021978021978,0.4725274725274725,0.2967032967032967,0.12087912087912088,0.4945054945054945,0.26373626373626374,0.14560439560439561
7214606448704179498,0.05102040816326531,0.29591836734693877,0.22448979591836735,0.05102040816326531,0.42857142857142855,0.1836734693877551,0.21428571428571427,0.20699708454810492,0.18877551020408162
7215290526906567941,0.0707070707070707,0.46464646464646464,0.13131313131313133,0.06060606060606061,0.6161616161616161,0.20202020202020202,0.6565656565656566,0.31457431457431456,0.21717171717171718
7215712700905573678,0.05102040816326531,0.061224489795918366,0.3673469387755102,0.5408163265306123,0.14285714285714285,0.1836734693877551,0.5612244897959183,0.2725947521865889,0.16581632653061226
7215716180294683946,0.01,0.15,0.17,0.34,0.77,0.59,0.33,0.33714285714285713,0.22999999999999998
7216750982020189486,0.020618556701030927,0.1134020618556701,0.3711340206185567,0.16494845360824742,0.4948453608247423,0.5257731958762887,0.6701030927835051,0.337260677466863,0.25773195876288657
7216794255778467077,0.020202020202020204,0.3838383838383838,0.8484848484848485,0.1717171717171717,0.29292929292929293,0.25252525252525254,0.8888888888888888,0.4083694083694084,0.3762626262626263
7217456679254969646,0.0,0.050505050505050504,0.0,0.0,0.0707070707070707,0.010101010101010102,0.0707070707070707,0.028860028860028863,0.015151515151515152
7218032675850849582,0.03571428571428571,0.375,0.17857142857142858,0.03571428571428571,0.7857142857142857,0.3392857142857143,0.6785714285714286,0.34693877551020413,0.23214285714285715
7219073048287153413,0.0,0.045454545454545456,0.045454545454545456,0.0,0.022727272727272728,0.0,0.022727272727272728,0.019480519480519484,0.022727272727272728
7219098807437397291,0.10606060606060606,0.3181818181818182,0.8181818181818182,0.13636363636363635,0.3787878787878788,0.5151515151515151,0.7121212121212122,0.42640692640692646,0.4393939393939394
7220512664575986990,0.0,0.8235294117647058,0.23529411764705882,0.058823529411764705,0.8823529411764706,0.5294117647058824,0.29411764705882354,0.4033613445378151,0.3970588235294118
7221623735885909291,0.15714285714285714,0.1,0.3,0.2571428571428571,0.2571428571428571,0.11428571428571428,0.5142857142857142,0.24285714285714285,0.16785714285714287
7222437628287814958,0.009708737864077669,0.08737864077669903,0.5048543689320388,0.06796116504854369,0.4077669902912621,0.5631067961165048,0.8155339805825242,0.35090152565880717,0.2912621359223301
7224520969040284955,0.57,0.83,0.54,0.02,0.78,0.33,0.68,0.5357142857142858,0.5675
7225441925086645546,0.08695652173913043,0.08695652173913043,0.43478260869565216,0.043478260869565216,0.17391304347826086,0.21739130434782608,0.8695652173913043,0.2732919254658385,0.20652173913043478
7226413427470667051,0.0,0.022727272727272728,0.0,0.18181818181818182,0.6818181818181818,0.45454545454545453,0.06818181818181818,0.20129870129870128,0.11931818181818181
7227193522351246598,0.020202020202020204,0.13131313131313133,0.5555555555555556,0.09090909090909091,0.23232323232323232,0.21212121212121213,0.6262626262626263,0.26695526695526695,0.2297979797979798
7227905103821344042,0.009708737864077669,0.34951456310679613,0.06796116504854369,0.04854368932038835,0.5145631067961165,0.33980582524271846,0.6699029126213593,0.2857142857142857,0.191747572815534
7228220133955898670,0.0,0.02631578947368421,0.13157894736842105,0.23684210526315788,0.4473684210526316,0.3684210526315789,0.3157894736842105,0.21804511278195488,0.13157894736842105
7228996938388049198,0.0,0.16666666666666666,0.25,0.0,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.19047619047619047,0.12499999999999999
7229400596120489243,0.029411764705882353,0.4411764705882353,0.0,0.14705882352941177,0.9705882352941176,0.20588235294117646,0.17647058823529413,0.2815126050420168,0.16911764705882354
7233353126437211394,0.31,0.6,0.09,0.07,0.61,0.25,0.34,0.32428571428571423,0.3125
7236499890820468011,0.21978021978021978,0.27472527472527475,0.7252747252747253,0.04395604395604396,0.24175824175824176,0.12087912087912088,0.8901098901098901,0.3594976452119309,0.3351648351648352
